Genome ID,Genome Name,Other Names,NCBI Taxon ID,Taxon Lineage IDs,Taxon Lineage Names,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Species,Genome Status,Strain,Serovar,Biovar,Pathovar,MLST,Segment,Subtype,H_type,N_type,H1 Clade Global,H1 Clade US,H5 Clade,pH1N1-like,Lineage,Clade,Subclade,Other Typing,Culture Collection,Type Strain,Reference,Genome Quality,Completion Date,Publication,Authors,BioProject Accession,BioSample Accession,Assembly Accession,SRA Accession,GenBank Accessions,Sequencing Center,Sequencing Status,Sequencing Platform,Sequencing Depth,Assembly Method,Chromosome,Plasmids,Contigs,Size,GC Content,Contig L50,Contig N50,TRNA,RRNA,Mat Peptide,CDS,Coarse Consistency,Fine Consistency,CheckM Contamination,CheckM Completeness,Genome Quality Flags,Isolation Source,Isolation Comments,Collection Date,Collection Year,Season,Isolation Country,State/Province,County,City,Geographic Group,Geographic Location,Other Environmental,Host Name,Host Common Name,Host Sex,Host Age,Host Health,Host Group,Lab Host,Passage,Other Clinical,Additional Metadata,Comments,Date Inserted,Date Modified
"72407.1331","Klebsiella pneumoniae subsp. pneumoniae strain SIKP058",,72407,"131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573;72407","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae;Klebsiella pneumoniae subsp. pneumoniae","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella pneumoniae","WGS","SIKP058",,,,"MLST.klebsiella.16",,,,,,,,,,,,,,,,"Good","2019-04-23T00:00:00Z",,,"PRJNA532291","SAMN11399391","GCA_004832165.1",,"STBI00000000","JCVI","WGS","Illumina NextSeq 500","135.03x","SPAdes v. 3.13",,,104,5565691,57.195915,10,163634,75,2,,5791,95.06,93.79,0.11,99.78,,"sputum",,"2018-04-10",2018,,"Thailand",,,,"Asia","Thailand",,"Human, Homo sapiens","Human",,,,"Human",,,,,"WGS of Carbapenem-resistant Gram-negative clinical isolates from ThailandIllumina Reads200 Samples","2019-07-15T13:06:11.240Z","2019-07-15T13:06:11.240Z"
"72407.1332","Klebsiella pneumoniae subsp. pneumoniae strain SIKP151",,72407,"131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573;72407","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae;Klebsiella pneumoniae subsp. pneumoniae","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella pneumoniae","WGS","SIKP151",,,,"MLST.klebsiella.16",,,,,,,,,,,,,,,,"Good","2019-04-23T00:00:00Z",,,"PRJNA532291","SAMN11399467","GCA_004832265.1",,"STCS00000000","JCVI","WGS","Illumina NextSeq 500","152.36x","SPAdes v. 3.13",,,100,5542640,57.218346,11,177859,70,1,,5757,95.06,93.79,0.11,99.78,,"stool",,"2018-07-06",2018,,"Thailand",,,,"Asia","Thailand",,"Human, Homo sapiens","Human",,,,"Human",,,,,"WGS of Carbapenem-resistant Gram-negative clinical isolates from ThailandIllumina Reads200 Samples","2019-07-15T13:04:01.175Z","2019-07-15T13:04:01.175Z"
"72407.1333","Klebsiella pneumoniae subsp. pneumoniae strain SIKP196",,72407,"131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573;72407","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae;Klebsiella pneumoniae subsp. pneumoniae","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella pneumoniae","WGS","SIKP196",,,,"MLST.klebsiella.16",,,,,,,,,,,,,,,,"Good","2019-04-23T00:00:00Z",,,"PRJNA532291","SAMN11399744","GCA_004832275.1",,"STEA00000000","JCVI","WGS","Illumina NextSeq 500","259.12x","SPAdes v. 3.13",,,91,5548729,57.217464,7,265603,75,2,,5747,95.24,93.91,0.11,99.78,,"blood",,"2018-08-09",2018,,"Thailand",,,,"Asia","Thailand",,"Human, Homo sapiens","Human",,,,"Human",,,,,"WGS of Carbapenem-resistant Gram-negative clinical isolates from ThailandIllumina Reads200 Samples","2019-07-15T13:04:09.127Z","2019-07-15T13:04:09.127Z"
"72407.1334","Klebsiella pneumoniae subsp. pneumoniae strain SIKP117",,72407,"131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573;72407","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae;Klebsiella pneumoniae subsp. pneumoniae","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella pneumoniae","WGS","SIKP117",,,,"MLST.klebsiella.16",,,,,,,,,,,,,,,,"Good","2019-04-23T00:00:00Z",,,"PRJNA532291","SAMN11399441","GCA_004832285.1",,"STDI00000000","JCVI","WGS","Illumina NextSeq 500","183.18x","SPAdes v. 3.13",,,78,5519165,57.2454,7,209697,73,2,,5702,95.24,93.97,0.11,99.78,,"stool",,"2017-08-25",2017,,"Thailand",,,,"Asia","Thailand",,"Human, Homo sapiens","Human",,,,"Human",,,,,"WGS of Carbapenem-resistant Gram-negative clinical isolates from ThailandIllumina Reads200 Samples","2019-07-15T13:04:12.376Z","2019-07-15T13:04:12.376Z"
"72407.1335","Klebsiella pneumoniae subsp. pneumoniae strain SIKP120",,72407,"131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573;72407","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae;Klebsiella pneumoniae subsp. pneumoniae","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella pneumoniae","WGS","SIKP120",,,,"MLST.klebsiella.16",,,,,,,,,,,,,,,,"Good","2019-04-23T00:00:00Z",,,"PRJNA532291","SAMN11399438","GCA_004832375.1",,"STDL00000000","JCVI","WGS","Illumina NextSeq 500","137.8x","SPAdes v. 3.13",,,90,5548714,57.212734,11,177859,68,3,,5762,95.24,93.91,0.33,99.78,,"stool",,"2017-09-06",2017,,"Thailand",,,,"Asia","Thailand",,"Human, Homo sapiens","Human",,,,"Human",,,,,"WGS of Carbapenem-resistant Gram-negative clinical isolates from ThailandIllumina Reads200 Samples","2019-07-15T13:05:48.250Z","2019-07-15T13:05:48.250Z"
"72407.1336","Klebsiella pneumoniae subsp. pneumoniae strain SIKP147",,72407,"131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573;72407","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae;Klebsiella pneumoniae subsp. pneumoniae","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella pneumoniae","WGS","SIKP147",,,,"MLST.klebsiella.147",,,,,,,,,,,,,,,,"Good","2019-04-23T00:00:00Z",,,"PRJNA532291","SAMN11399470","GCA_004832395.1",,"STCP00000000","JCVI","WGS","Illumina NextSeq 500","59.75x","SPAdes v. 3.13",,,66,5685430,57.030937,13,166351,65,3,,5819,95.24,93.67,,99.78,,"stool",,"2018-05-23",2018,,"Thailand",,,,"Asia","Thailand",,"Human, Homo sapiens","Human",,,,"Human",,,,,"WGS of Carbapenem-resistant Gram-negative clinical isolates from ThailandIllumina Reads200 Samples","2019-07-15T13:09:57.848Z","2019-07-15T13:09:57.848Z"
"72407.1337","Klebsiella pneumoniae subsp. pneumoniae strain SIKP144",,72407,"131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573;72407","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae;Klebsiella pneumoniae subsp. pneumoniae","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella pneumoniae","WGS","SIKP144",,,,"MLST.klebsiella.16",,,,,,,,,,,,,,,,"Good","2019-04-23T00:00:00Z",,,"PRJNA532291","SAMN11399473","GCA_004832455.1",,"STCM00000000","JCVI","WGS","Illumina NextSeq 500","146.01x","SPAdes v. 3.13",,,87,5570130,57.19188,10,168331,74,2,,5788,95.24,93.97,0.11,99.78,,"stool",,"2017-11-24",2017,,"Thailand",,,,"Asia","Thailand",,"Human, Homo sapiens","Human",,,,"Human",,,,,"WGS of Carbapenem-resistant Gram-negative clinical isolates from ThailandIllumina Reads200 Samples","2019-07-15T13:09:04.795Z","2019-07-15T13:09:04.795Z"
"72407.1338","Klebsiella pneumoniae subsp. pneumoniae strain SIKP137",,72407,"131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573;72407","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae;Klebsiella pneumoniae subsp. pneumoniae","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella pneumoniae","WGS","SIKP137",,,,"MLST.klebsiella.16",,,,,,,,,,,,,,,,"Good","2019-04-23T00:00:00Z",,,"PRJNA532291","SAMN11399480","GCA_004832465.1",,"STCF00000000","JCVI","WGS","Illumina NextSeq 500","67.22x","SPAdes v. 3.13",,,88,5566238,57.187763,9,172472,68,3,,5781,95.24,93.79,0.22,99.78,,"stool",,"2017-12-21",2017,,"Thailand",,,,"Asia","Thailand",,"Human, Homo sapiens","Human",,,,"Human",,,,,"WGS of Carbapenem-resistant Gram-negative clinical isolates from ThailandIllumina Reads200 Samples","2019-07-15T13:09:29.256Z","2019-07-15T13:09:29.256Z"
"72407.1339","Klebsiella pneumoniae subsp. pneumoniae strain SIKP139",,72407,"131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573;72407","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae;Klebsiella pneumoniae subsp. pneumoniae","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella pneumoniae","WGS","SIKP139",,,,"MLST.klebsiella.16",,,,,,,,,,,,,,,,"Good","2019-04-23T00:00:00Z",,,"PRJNA532291","SAMN11399478","GCA_004832475.1",,"STCH00000000","JCVI","WGS","Illumina NextSeq 500","60.69x","SPAdes v. 3.13",,,91,5566183,57.189137,10,159272,74,2,,5774,95.24,93.79,0.11,99.78,,"stool",,"2017-12-27",2017,,"Thailand",,,,"Asia","Thailand",,"Human, Homo sapiens","Human",,,,"Human",,,,,"WGS of Carbapenem-resistant Gram-negative clinical isolates from ThailandIllumina Reads200 Samples","2019-07-15T13:09:31.546Z","2019-07-15T13:09:31.546Z"
"72407.1340","Klebsiella pneumoniae subsp. pneumoniae strain SIKP162",,72407,"131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573;72407","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae;Klebsiella pneumoniae subsp. pneumoniae","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella pneumoniae","WGS","SIKP162",,,,"MLST.klebsiella.11",,,,,,,,,,,,,,,,"Good","2019-04-23T00:00:00Z",,,"PRJNA532291","SAMN11399456","GCA_004832575.1",,"STEH00000000","JCVI","WGS","Illumina NextSeq 500","140.18x","SPAdes v. 3.13",,,119,5628972,57.176426,15,124632,67,3,,5809,95.6,94.15,,99.78,,"sputum",,"2018-01-26",2018,,"Thailand",,,,"Asia","Thailand",,"Human, Homo sapiens","Human",,,,"Human",,,,,"WGS of Carbapenem-resistant Gram-negative clinical isolates from ThailandIllumina Reads200 Samples","2019-07-15T13:14:07.487Z","2019-07-15T13:14:07.487Z"
"72407.1341","Klebsiella pneumoniae subsp. pneumoniae strain SIKP111",,72407,"131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573;72407","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae;Klebsiella pneumoniae subsp. pneumoniae","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella pneumoniae","WGS","SIKP111",,,,"MLST.klebsiella.147",,,,,,,,,,,,,,,,"Good","2019-04-23T00:00:00Z",,,"PRJNA532291","SAMN11399447","GCA_004832655.1",,"STDC00000000","JCVI","WGS","Illumina NextSeq 500","132.65x","SPAdes v. 3.13",,,109,5604602,57.178474,14,158763,71,3,,5742,95.12,93.73,,99.78,,"stool",,"2017-08-09",2017,,"Thailand",,,,"Asia","Thailand",,"Human, Homo sapiens","Human",,,,"Human",,,,,"WGS of Carbapenem-resistant Gram-negative clinical isolates from ThailandIllumina Reads200 Samples","2019-07-15T13:15:46.417Z","2019-07-15T13:15:46.417Z"
"72407.1342","Klebsiella pneumoniae subsp. pneumoniae strain SIKP112",,72407,"131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573;72407","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae;Klebsiella pneumoniae subsp. pneumoniae","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella pneumoniae","WGS","SIKP112",,,,"MLST.klebsiella.147",,,,,,,,,,,,,,,,"Good","2019-04-23T00:00:00Z",,,"PRJNA532291","SAMN11399446","GCA_004832665.1",,"STDD00000000","JCVI","WGS","Illumina NextSeq 500","140.35x","SPAdes v. 3.13",,,111,5602823,57.176285,15,152210,67,3,,5743,95.12,93.79,,99.78,,"stool",,"2017-08-09",2017,,"Thailand",,,,"Asia","Thailand",,"Human, Homo sapiens","Human",,,,"Human",,,,,"WGS of Carbapenem-resistant Gram-negative clinical isolates from ThailandIllumina Reads200 Samples","2019-07-15T13:16:09.209Z","2019-07-15T13:16:09.209Z"
"72407.1343","Klebsiella pneumoniae subsp. pneumoniae strain SIKP165",,72407,"131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573;72407","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae;Klebsiella pneumoniae subsp. pneumoniae","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella pneumoniae","WGS","SIKP165",,,,"MLST.klebsiella.16",,,,,,,,,,,,,,,,"Good","2019-04-23T00:00:00Z",,,"PRJNA532291","SAMN11399505","GCA_004832685.1",,"STEK00000000","JCVI","WGS","Illumina NextSeq 500","87.58x","SPAdes v. 3.13",,,125,5494844,57.361973,16,135396,72,2,,5678,95.12,93.91,0.11,99.78,,"sputum",,"2018-06-28",2018,,"Thailand",,,,"Asia","Thailand",,"Human, Homo sapiens","Human",,,,"Human",,,,,"WGS of Carbapenem-resistant Gram-negative clinical isolates from ThailandIllumina Reads200 Samples","2019-07-15T13:14:34.984Z","2019-07-15T13:14:34.984Z"
"72407.1344","Klebsiella pneumoniae subsp. pneumoniae strain SIKP166",,72407,"131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573;72407","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae;Klebsiella pneumoniae subsp. pneumoniae","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella pneumoniae","WGS","SIKP166",,,,"MLST.klebsiella.16",,,,,,,,,,,,,,,,"Good","2019-04-23T00:00:00Z",,,"PRJNA532291","SAMN11399504","GCA_004832775.1",,"STEL00000000","JCVI","WGS","Illumina NextSeq 500","82.44x","SPAdes v. 3.13",,,141,5509711,57.365078,18,103867,69,2,,5696,95.24,93.97,0.22,99.78,,"sputum",,"2018-07-06",2018,,"Thailand",,,,"Asia","Thailand",,"Human, Homo sapiens","Human",,,,"Human",,,,,"WGS of Carbapenem-resistant Gram-negative clinical isolates from ThailandIllumina Reads200 Samples","2019-07-15T13:15:06.847Z","2019-07-15T13:15:06.847Z"
"72407.1345","Klebsiella pneumoniae subsp. pneumoniae strain SIKP135",,72407,"131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573;72407","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae;Klebsiella pneumoniae subsp. pneumoniae","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella pneumoniae","WGS","SIKP135",,,,"MLST.klebsiella.16",,,,,,,,,,,,,,,,"Good","2019-04-23T00:00:00Z",,,"PRJNA532291","SAMN11399482","GCA_004832915.1",,"STCD00000000","JCVI","WGS","Illumina NextSeq 500","104.71x","SPAdes v. 3.13",,,81,5555839,57.195126,9,213794,75,3,,5749,95.24,93.79,0.33,99.78,,"stool",,"2017-12-14",2017,,"Thailand",,,,"Asia","Thailand",,"Human, Homo sapiens","Human",,,,"Human",,,,,"WGS of Carbapenem-resistant Gram-negative clinical isolates from ThailandIllumina Reads200 Samples","2019-07-15T13:22:31.689Z","2019-07-15T13:22:31.689Z"
"72407.1346","Klebsiella pneumoniae subsp. pneumoniae strain SIKP145",,72407,"131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573;72407","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae;Klebsiella pneumoniae subsp. pneumoniae","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella pneumoniae","WGS","SIKP145",,,,"MLST.klebsiella.16",,,,,,,,,,,,,,,,"Good","2019-04-23T00:00:00Z",,,"PRJNA532291","SAMN11399472","GCA_004832955.1",,"STCN00000000","JCVI","WGS","Illumina NextSeq 500","141.97x","SPAdes v. 3.13",,,71,5436638,57.314503,8,194580,74,2,,5608,95.06,93.91,0.11,99.78,,"stool",,"2017-11-24",2017,,"Thailand",,,,"Asia","Thailand",,"Human, Homo sapiens","Human",,,,"Human",,,,,"WGS of Carbapenem-resistant Gram-negative clinical isolates from ThailandIllumina Reads200 Samples","2019-07-15T13:20:10.877Z","2019-07-15T13:20:10.877Z"
"72407.1347","Klebsiella pneumoniae subsp. pneumoniae strain SIKP150",,72407,"131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573;72407","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae;Klebsiella pneumoniae subsp. pneumoniae","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella pneumoniae","WGS","SIKP150",,,,"MLST.klebsiella.16",,,,,,,,,,,,,,,,"Good","2019-04-23T00:00:00Z",,,"PRJNA532291","SAMN11399468","GCA_004832975.1",,"STCR00000000","JCVI","WGS","Illumina NextSeq 500","58.65x","SPAdes v. 3.13",,,93,5547769,57.214622,11,172434,75,2,,5773,95.24,93.97,0.22,99.78,,"stool",,"2018-06-28",2018,,"Thailand",,,,"Asia","Thailand",,"Human, Homo sapiens","Human",,,,"Human",,,,,"WGS of Carbapenem-resistant Gram-negative clinical isolates from ThailandIllumina Reads200 Samples","2019-07-15T13:20:33.941Z","2019-07-15T13:20:33.941Z"
"72407.1348","Klebsiella pneumoniae subsp. pneumoniae strain SIKP146",,72407,"131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573;72407","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae;Klebsiella pneumoniae subsp. pneumoniae","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella pneumoniae","WGS","SIKP146",,,,"MLST.klebsiella.11",,,,,,,,,,,,,,,,"Good","2019-04-23T00:00:00Z",,,"PRJNA532291","SAMN11399471","GCA_004832985.1",,"STCO00000000","JCVI","WGS","Illumina NextSeq 500","188.54x","SPAdes v. 3.13",,,112,5621180,57.178776,14,124975,69,3,,5803,95.6,94.03,0.11,99.78,,"stool",,"2018-01-26",2018,,"Thailand",,,,"Asia","Thailand",,"Human, Homo sapiens","Human",,,,"Human",,,,,"WGS of Carbapenem-resistant Gram-negative clinical isolates from ThailandIllumina Reads200 Samples","2019-07-15T13:21:05.552Z","2019-07-15T13:21:05.552Z"
"72407.1349","Klebsiella pneumoniae subsp. pneumoniae strain SIKP116",,72407,"131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573;72407","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae;Klebsiella pneumoniae subsp. pneumoniae","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella pneumoniae","WGS","SIKP116",,,,"MLST.klebsiella.16",,,,,,,,,,,,,,,,"Good","2019-04-23T00:00:00Z",,,"PRJNA532291","SAMN11399442","GCA_004833005.1",,"STDH00000000","JCVI","WGS","Illumina NextSeq 500","173.37x","SPAdes v. 3.13",,,93,5514554,57.248528,10,167017,75,2,,5696,95.24,93.91,0.11,99.78,,"stool",,"2017-08-25",2017,,"Thailand",,,,"Asia","Thailand",,"Human, Homo sapiens","Human",,,,"Human",,,,,"WGS of Carbapenem-resistant Gram-negative clinical isolates from ThailandIllumina Reads200 Samples","2019-07-15T13:21:09.153Z","2019-07-15T13:21:09.153Z"
"72407.1350","Klebsiella pneumoniae subsp. pneumoniae strain SIKP106",,72407,"131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573;72407","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae;Klebsiella pneumoniae subsp. pneumoniae","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella pneumoniae","WGS","SIKP106",,,,"MLST.klebsiella.16",,,,,,,,,,,,,,,,"Good","2019-04-23T00:00:00Z",,,"PRJNA532291","SAMN11399452","GCA_004833015.1",,"STCZ00000000","JCVI","WGS","Illumina NextSeq 500","179.17x","SPAdes v. 3.13",,,68,5483675,57.270115,7,265116,66,2,,5630,95.24,93.97,0.11,99.78,,"stool",,"2016-12-08",2016,,"Thailand",,,,"Asia","Thailand",,"Human, Homo sapiens","Human",,,,"Human",,,,,"WGS of Carbapenem-resistant Gram-negative clinical isolates from ThailandIllumina Reads200 Samples","2019-07-15T13:21:12.560Z","2019-07-15T13:21:12.560Z"
"72407.1351","Klebsiella pneumoniae subsp. pneumoniae strain SIKP170",,72407,"131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573;72407","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae;Klebsiella pneumoniae subsp. pneumoniae","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella pneumoniae","WGS","SIKP170",,,,"MLST.klebsiella.16",,,,,,,,,,,,,,,,"Good","2019-04-23T00:00:00Z",,,"PRJNA532291","SAMN11399498","GCA_004833045.1",,"STEP00000000","JCVI","WGS","Illumina NextSeq 500","84.23x","SPAdes v. 3.13",,,92,5518366,57.24332,8,178410,72,2,,5715,95.24,93.97,0.11,99.78,,"urine",,"2018-05-31",2018,,"Thailand",,,,"Asia","Thailand",,"Human, Homo sapiens","Human",,,,"Human",,,,,"WGS of Carbapenem-resistant Gram-negative clinical isolates from ThailandIllumina Reads200 Samples","2019-07-15T13:23:26.135Z","2019-07-15T13:23:26.135Z"
"72407.1352","Klebsiella pneumoniae subsp. pneumoniae strain SIKP153",,72407,"131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573;72407","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae;Klebsiella pneumoniae subsp. pneumoniae","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella pneumoniae","WGS","SIKP153",,,,"MLST.klebsiella.16",,,,,,,,,,,,,,,,"Good","2019-04-23T00:00:00Z",,,"PRJNA532291","SAMN11399465","GCA_004833075.1",,"STCU00000000","JCVI","WGS","Illumina NextSeq 500","173.12x","SPAdes v. 3.13",,,78,5540798,57.171043,8,199326,67,1,,5712,95.12,94.03,0.11,99.78,,"sputum",,"2017-09-26",2017,,"Thailand",,,,"Asia","Thailand",,"Human, Homo sapiens","Human",,,,"Human",,,,,"WGS of Carbapenem-resistant Gram-negative clinical isolates from ThailandIllumina Reads200 Samples","2019-07-15T13:24:11.773Z","2019-07-15T13:24:11.773Z"
